brewery_name,type,address,website,state,state_breweries
Eldo Brewery & Taproom,Brewpub,"215 Elk Ave., Crested Butte, Colorado, 81224",                                                                            -                                                                    ,colorado,182
Eddyline Restaurant & Brewery,Brewpub,"26 South Main St, Buena Vista, Colorado, 81211",www.eddylinebrewery.com,colorado,182
Durango Brewing Company,Microbrewery,"3000 Main Ave., Durango, Colorado, 81301",http://www.durangobrewing.com/,colorado,182
Dry Dock Brewing Co.,Microbrewery,"15110 E Hampden Ave., Aurora, Colorado, 80014",http://www.drydockbrewing.com/,colorado,182
Dostal Alley brewing Co.,Brewpub,"1 Dostal Alley, Central City, Colorado, 80427",                                                                            -                                                                    ,colorado,182
Dolores River Brewpub,Brewpub,"100 S 4th St, Dolores, Colorado, 81323",http://www.doloresriverbrewery.com/,colorado,182
Dimmer's Brew Pub Inc.,Brewpub-Closed,"742 N. College Ave., Fort Collins, Colorado, 80525",                                                                            -                                                                    ,colorado,182
Dillon Dam Brewery,Brewpub,"100 Little Dam Rd, Dillon, Colorado, 80435",http://www.dambrewery.com/,colorado,182
Denver Chop House & Brewery,Brewpub,"1735 19th St. Suite 100, Denver, Colorado, 80202",http://www.chophouse.com/,colorado,182
Del Norte Brewing Co,Microbrewery,"1390 West Evans Ave, Bldg 2, Unit O, Denver, Colorado, 80223",http://www.delnortebrewing.com/,colorado,182
Crested Butte Brewery/Calypso,Brewpub,"226 Elk Ave., Crested Butte, Colorado, 81224",                                                                            -                                                                    ,colorado,182
Crabtree Bewing Co,Microbrewery,"625 3rd St. # D, Greeley, Colorado, 80631",http://www.crabtreebrewing.com/,colorado,182
Coors Brewing Co.,Microbrewery,"311 10th St, 303-277-6246, Colorado, 80401",http://www.coors.com/,colorado,182
Coophouse Brewery,Brewpub,"2400 Industrial Ln. #350, Broomfield, Colorado, 80020",                                                                            -                                                                    ,colorado,182
CooperSmith's Pub & Brewing,Brewpub,"#5 Old Towne Square, Fort Collins, Colorado, 80524",http://www.coopersmithspub.com/,colorado,182
Columbine Mill Brewery & Pizza Co.,Brewpub,"5798 S. Rapp St., Littleton, Colorado, 80120",http://www.ossinc.net/mww/mill/,colorado,182
Colorado Brewing Company,Microbrewery-Closed,"12160 Pennsylvania St., Thornton, Colorado, 80241",                                                                            -                                                                    ,colorado,182
ChopHouse and Brewery-Denver,Brewpub,"1735 19th St. Suite 100, Denver, Colorado, 80202",http://www.chophouse.com/,colorado,182
Cheyenne Mountain Brewing Co.,Microbrewery,"3029 Delta Dr., Colorado Springs, Colorado, 80910",                                                                            -                                                                    ,colorado,182
Cheshire Cat Brewery,Brewpub,"7803 Ralston Rd, Arvada, Colorado, 80002",http://www.catsbrew.com/,colorado,182
Cherry Creek Brewing Company,ContractBrewery,"1065 S. Elisabeth St., Denver, Colorado, 80209",                                                                            -                                                                    ,colorado,182
Champion Brewing Company,Brewpub,"1442 Larimer St., Denver, Colorado, 80202",                                                                            -                                                                    ,colorado,182
Carver's Bakery Cafe Brewery,Brewpub,"1022 Main Ave., Durango, Colorado, 81301",http://www.carverbrewing.com/,colorado,182
C.B. and Potts/Big Horn Brewery-Westminister,Brewpub,"1257 W 120th Ave, Westmister, Colorado, 80234",http://www.cbpotts.com/,colorado,182
C.B. and Potts/Big Horn Brewery-Highlands Ranch,Brewpub,"43 W Centennial Pkwy, Highlands Ranch, Colorado, 80126",http://www.cbpotts.com/,colorado,182
C.B. and Potts/Big Horn Brewery-Fort Collins,Brewpub,"1415 W Elizabeth St, Fort Collins, Colorado, 80521",http://www.cbpotts.com/,colorado,182
C.B. and Potts/Big Horn Brewery- Englewood,Brewpub,"6575 Greenwood Plaza Blvd., Englewood, Colorado, 80111",http://www.cbpotts.com/,colorado,182
C.B. and Potts/Big Horn Brewery- Broomfield,Brewpub,"555 Zang St., Broomfield, Colorado, 80020",http://www.cbpotts.com/,colorado,182
Bull and Bush Pub and Brewery,Brewpub,"4700 Cherry Creek South Dr., Denver, Colorado, 80246",http://www.bullandbush.com/,colorado,182
Brouwer Brewery,Microbrewery-Closed,"7229 E. County Rd.18, Loveland, Colorado, 80537",                                                                            -                                                                    ,colorado,182
Broadway Brewing Company,Brewpub,"2441 Broadway, Denver, Colorado, 80205",http://www.flyingdogales.com/,colorado,182
Bristol Brewing Company,Microbrewery,"1647 South Tejon St., Colorado Springs, Colorado, 80906",http://www.bristolbrewing.com/,colorado,182
Breckenridge Brewery & Pub (Denver #2),Brewpub,"471 Kalamath Street, Denver, Colorado, 80204",http://www.breckenridgebrewery.com/,colorado,182
Breckenridge Brewery & Pub (Denver #1),Brewpub,"2220 Blake St., Denver, Colorado, 80204",http://www.colorado.net/brew/,colorado,182
Breckenridge Brewery & Pub (Breckenridge),Brewpub,"600 S. Main St., Breckenridge, Colorado, 80424",http://www.breckenridgebrewery.com/,colorado,182
Boulder Beer Co.,RegionalBrewery,"2880 Wilderness Pl., Boulder, Colorado, 80301",http://www.boulderbeer.com/,colorado,182
Boneyard Brewery,Brewpub,"127 E Aspen Ave, Fruita, Colorado, 81521",http://www.boneyardbrewing.com/,colorado,182
Blue Moon Brewing Company,ContractBrewery,"12th & East St., Golden, Colorado, 80401",http://www.bluemoonbrewingcompany.com/,colorado,182
BJ's Restaurant & Brewery-Boulder,Brewpub,"1125 Pearl St, Boulder, Colorado, 80302",http://www.bjsrestaurants.com/,colorado,182
Big Nose Brewing Company,ContractBrewery,"511 16th St., Denver, Colorado, 80202",http://www.smuttynose.com/,colorado,182
Big Horn Brewery ,Microbrewery,"1427 W. Elizabeth St., Fort Collins, Colorado, 80521",http://www.humphard.com/,colorado,182
Big Horn Brewery,Brewpub,"6575 Greenwood Plaza Blvd., Englewood, Colorado, 80112",http://www.theram.com/,colorado,182
Beartooth Brewing Company,ContractBrewery,"1113 Spruce St., Boulder, Colorado, 80306",                                                                            -                                                                    ,colorado,182
Baked & Brewed in Telluride,Brewpub-Closed,"127 South Fir St., Telluride, Colorado, 81435",                                                                            -                                                                    ,colorado,182
Backcountry Brewery,Brewpub,"720 Main St., Frisco, Colorado, 80443",http://www.backcountrybrewery.com/,colorado,182
Back Alley Brewing Co.,Microbrewery,"3200 N. Stone Ave., Colorado Springs, Colorado, 80907",                                                                            -                                                                    ,colorado,182
B.F. Coleman Brewing,Microbrewery,"4 South Cascade Ave., Colorado Springs, Colorado, 80903",                                                                            -                                                                    ,colorado,182
Avery Brewing Company,Microbrewery,"5763 E. Arapahoe Ave #E, Boulder, Colorado, 80303",http://www.averybrewing.com/,colorado,182
Atlantis Brewing Company,ContractBrewery,"375 E. 55th Ave., Denver, Colorado, 80237",http://rainbow.rmi.net/~jhicks/ales/,colorado,182
Asher Brewing Co.,Mircobrewery,"4699 Nautilus Ct. Ste. 104, Boulder, Colorado, 80301",                                                                            -                                                                    ,colorado,182
Arctic Craft Brewery,Microbrewery-Closed,"2506 Platte Pl, Colorado Springs, Colorado, 80909",http://www.arcticcraftbrewery.com/,colorado,182
Anheuser-Busch Inc.- Fort Collins,Microbrewery,"2351 Busch Dr., Fort Collins, Colorado, 80524",http://www.anheuser-busch.com/,colorado,182
"Amicas Pizza, Microbrews & More",Brewpub,"136 East Second St., Salida, Colorado, 81201",http://www.amicassalida.com/,colorado,182
Alcatraz Brewing Company,Microbrewery,"8405 Park Meadows Center Dr., Littleton, Colorado, 80124",http://www.calcafe.com/alcatraz/,colorado,182
Adolph Coors Co.,Microbrewery,"Golden, Colorado, 80401",http://www.anheuser-busch.com/,colorado,182
Twin Lakes Brewing Co,Microbrewery,"4210 Kennett Pike, Greenville, Delaware, 19807",http://www.twinlakesbrewing.com/,delaware,14
Stewart's Brewing Co.,Brewpub,"219 Governors Square, Bear, Delaware, 19701",http://www.stewartsbrewingcompany.com/,delaware,14
Rockford Brewing Co.,Microbrewery,"15 James Ct., Wilmington, Delaware, 19801",http://www.carlylebrewing.com/,delaware,14
Old Dominion Brewing Co.,RegionalBrewery,"1284 McD Drive, Dover, Delaware",http://www.olddominion.com/,delaware,14
Iron Hill Brewery (Corp),Brewpub,"2502 W 6th St., Wilmington, Delaware, 19805",http://www.ironhillbrewery.com/,delaware,14
Iron Hill Brewery,Brewpub,"147 E. Main St., Newark, Delaware, 19711",http://www.ironhillbrewery.com/,delaware,14
Iron Hill Brewery,Brewpub,"710 S Madison St, Wilmington, Delaware, 19805",http://www.ironhillbrewery.com/,delaware,14
Fordham Brewing Co.,Microbrewery,"1284 McD Drive, Dover, Delaware, 19901",http://www.fordhambrewing.com/,delaware,14
Dogfish Head Craft Brewery,RegionalBrewery,"6 Cannery Village Ct., Milton, Delaware, 19968",http://www.dogfish.com/,delaware,14
Dogfish Head Brewing & Eats,Brewpub,"320 Reheboth Ave., Reheboth Beach, Delaware, 19971",http://www.dogfish.com/,delaware,14
C & D Brewing Company,Brewpub,"147 E. Main St., Newark, Delaware, 19711",                                                                            -                                                                    ,delaware,14
Brandywine Brewing Co.,Brewpub,"3801 Kennett Pike, Wilmington, Delaware, 19807",http://www.brandywinebrewingco.com/,delaware,14
"Blue Hen Beer Company, Ltd.",ContractBrewery,"P.O. Box 7077, Newark, Delaware, 19714",http://realbeer.com/bluehen/,delaware,14
16 Mile Brewing Co,Microbrewery,"413 S Bedford St, Georgetown, Delaware, 19947",https://16milebrewery.com/,delaware,14
Park Pizza & Brewing Co.,Brewpub,"6941 Lake Nona Blvd, Orlando, Florida, 32827",https://parkpizzalakenona.com,florida,99
Uncle Ernies Bayfront Grill & Brew House,ContractBrewery,"1151 Bayview Ave., Panama City Beach, Florida, 32401",http://www.uncleerniesbayfrontgrill.com/,florida,99
Treasure Coast Brewing Co.,Microbrewery,"2851 Monroe St., Stuart, Florida, 34994",http://www.tcbrewmasters.org/links.asp,florida,99
Tortuga's/Loggerhead Brewery,Brewpub-Closed,"200 N. First St., Jacksonville Beach, Florida, 32250",                                                                            -                                                                    ,florida,99
Titanic Brewing Co,Brewpub,"5813 Ponce De Leon Blvd, Miami, Florida, 33146",http://www.titanicbrewery.com/,florida,99
Titan Brewing Co.,Microbrewery,"2 Independent Dr, Jacksonville, Florida, 32202",http://www.cellargrille.com/,florida,99
The Corner Cafe & Brewery,Brewpub,"289 US Highway 1, Tequesta, Florida, 33469",                                                                            -                                                                    ,florida,99
Thai Orchid Restaurant & Brewery,Brewpub,"317 Miracle Mile, Coral Gables, Florida, 33134",                                                                            -                                                                    ,florida,99
Thai Orchid Restaurant,Brewpub,"9565 Sunset Dr., Miami, Florida, 33173",http://www.thaiorchidrestaurant.com/,florida,99
Tampa Bay Brewing Co.,Microbrewery,"1600 E 8th Ave, Ste A123, Tampa, Florida, 33605",http://www.tampabaybrewingcompany.com/,florida,99
Swamphead Brewery,Mircobrewery,"3140 SW 42nd Way, Gainsville, Florida, 32605",http://www.swamphead.com/,florida,99
Spanish Springs Brewing Company,Brewpub,"1100 Main St., Lady Lake, Florida, 32159",                                                                            -                                                                    ,florida,99
South Pointe Seafood House & Brewing Co.,Brewpub,"1 Washington Ave., Miami Beach, Florida, 33139",                                                                            -                                                                    ,florida,99
Seven Bridges Grille and Brewery,Brewpub,"9735 Gate Parkway N, Jacksonville, Florida, 32246",http://www.7bridgesgrille.com/,florida,99
Sarasota Brewing Co.,Brewpub,"6607 Gateway Ave., Sarasota, Florida, 34231",                                                                            -                                                                    ,florida,99
Santa Rosa Bay Brewing Co.,Brewpub,"54 Miracle Strip Pkwy., Fort Walton Beach, Florida, 32548",                                                                            -                                                                    ,florida,99
Santa Rosa Bay Brewery,Brewpub,"54 Miracle Strip Pkwy., Ft. Walton Beach, Florida, 32548",                                                                            -                                                                    ,florida,99
River City Brewing (Florida),Brewpub,"835 Museum Circle, Jacksonville, Florida, 32207",http://www.rivercitybrewing.com/,florida,99
Ragtime Tavern & Grill,Brewpub,"207 Atlantic Blvd., Atlantic Beach, Florida, 32233",http://www.gordonbiersch.com/,florida,99
Prospector Brewing Services,Microbrewery,"1368A Spaulding Rd., Dunedin, Florida, 34697",                                                                            -                                                                    ,florida,99
Panama City Brewery & Café,Brewpub-Closed,"11040 Middle Beach Rd., Panama City Beach, Florida, 32407",                                                                            -                                                                    ,florida,99
"Orlando Brewing Partners, Inc.",Microbrewery,"1301 Atlanta Ave., Orlando, Florida, 32806",http://www.orlandobrewing.com/,florida,99
"Orange Blossom Pilsner, LLC",ContractBrewery,"4410 Flagg St., Orlando, Florida, 32812",http://www.uniquebeers.com/obp/,florida,99
Olympus Brews,ContractBrewery,"2798 Pembroke Rd, Melbourne, Florida, 32935",                                                                            -                                                                    ,florida,99
New World Brewery,Brewpub,"1313 Eighth Ave., Ybor City, Florida, 33605",                                                                            -                                                                    ,florida,99
Native Brewing Co.,ContractBrewery,"1520 SE 3rd Ave, Fort Lauderdale, Florida, 33316",http://www.freshbeerinc.com/,florida,99
Monkey King Brewery & Floribbean,Brewpub-Closed,"1725 SE Federal Highway , Stuart, Florida, 34994",http://www.monkeykingbrewery.com/,florida,99
"Mill Bakery, Eatery & Brewery (Winter Park)",Brewpub-Closed,"330 W. Fairbanks, Winter Park, Florida, 32789",                                                                            -                                                                    ,florida,99
"Mill Bakery, Eatery & Brewery (Orlando)",Brewpub,"5905 S. Kirkman Rd., Orlando, Florida, 32819",                                                                            -                                                                    ,florida,99
"Mill Bakery, Eatery & Brewery (Fort Myers)",Brewpub,"11491 Cleveland Ave., Fort Myers, Florida, 33907",                                                                            -                                                                    ,florida,99
Miami Brewing Company,Microbrewery,"9292 NW 101st, Miami, Florida, 33178",http://www.titanicbrewery.com/,florida,99
McGuire's Irish Pub & Brewery (#2),Brewpub,"33 Highway 98 E., Destin, Florida, 32541",http://www.mcguiresirishpub.com/,florida,99
McGuire's Irish Pub & Brewery (#1),Brewpub,"600 E. Gregory Street, Pensacola, Florida, 32501",http://www.mcguiresirishpub.com/,florida,99
Market Street Pub,Brewpub,"120 SW First Ave., Gainesville, Florida, 32601",                                                                            -                                                                    ,florida,99
Little Giant Brewery,Microbrewery,"PO Box 1018 , Anna Maria , Florida, 34216 ",                                                                            -                                                                    ,florida,99
Killian Bayer Brewing Co.,Microbrewery,"1000 Charleston Ave S, Fort Meade, Florida, 33841",                                                                            -                                                                    ,florida,99
Key West Overseas Brewery,Microbrewery,"1107 Key Plaza, Key West, Florida, 33040",                                                                            -                                                                    ,florida,99
"Kelly's Caribbean Bar, Grill & Brewery",Brewpub,"301 Whitehead St., Key West, Florida, 33040",http://www.kellyskeywest.com/,florida,99
Jupiter Brewing Co.,ContractBrewery,"PO Box 7179, Jupiter, Florida, 33468",http://jupiterbrewing.com/,florida,99
Irish Times Pub & Brewery,Brewpub-Closed,"9920 Alternate A1A, Suite 810, Palm Beach Gardens, Florida, 33410",                                                                            -                                                                    ,florida,99
Indian River Brewing Co.,Microbrewery,"2500 S. Harbor City Blvd., Melbourne, Florida, 32901",http://www.floridabeer.com/,florida,99
Independence Restaurant & Brewery,Brewpub,"111 SW 2nd Ave., Fort Lauderdale, Florida, 33301",                                                                            -                                                                    ,florida,99
Hops of West Palm Beach,Brewpub,"4576 Okeechobee Blvd, West Palm Beach, Florida, 33417",http://www.westpalmbeach.com/nightlife.html,florida,99
Hops of St. Pete,Brewpub,"8305 Bay Pine Blvd., St. Pete, Florida, 33709",http://www.hopsrestaurants.com/,florida,99
Hops of Sanford,Brewpub-Closed,"111 Oregon Ave., Sanford, Florida, 32771",http://www.hopsrestaurants.com/,florida,99
Hops of Port Richey,Brewpub,"10042 US Hwy. 19 N, Port Richey, Florida, 34668",http://www.hopsrestaurants.com/,florida,99
Hops of Pompano Beach,Brewpub,"3571 n Federal Hwy, Pompano Beach, Florida, 33064",http://www.hopsonline.com/home/openmenu.asp,florida,99
Hops of Pembroke Pines,Brewpub,"11555 Pines Blvd, Pembroke Pines, Florida, 33026",http://www.hopsrestaurants.com/,florida,99
Hops of Orange Park,Brewpub,"1780 Wells Rd., Orange Park, Florida, 32073",http://www.hopsrestaurants.com/,florida,99
Hops of Ocala,Brewpub,"2505 SW College Rd., Ocala, Florida, 34474",http://www.hopsrestaurants.com/,florida,99
Hops of North Tampa,Brewpub,"1251 E. Fowler Ave., Tampa, Florida, 33612",http://www.hopsrestaurants.com/,florida,99
Hops of Fort Meyers,Brewpub-Closed,"5043 S Cleveland Ave, Fort Meyers, Florida, 33907",http://www.hopsrestaurants.com/,florida,99
Hops of Florida Mall,Brewpub,"848 Sandlake Rd., Orlando, Florida, 32805",http://www.hopsrestaurants.com/,florida,99
Hops of Falls Mall,Brewpub-Closed,"9050 SW 136th St, Miami, Florida, 33176",http://www.hopsrestaurants.com/,florida,99
Hops of Coral Springs,Brewpub,"2600 University Drive, Coral Springs, Florida, 33065",http://www.hopsrestaurants.com/,florida,99
Hops of Boynton Beach,Brewpub,"545 N. Congress Ave., Boynton Beach, Florida, 33425",http://www.hopsrestaurants.com/,florida,99
Hops of Altamonte Springs,Brewpub,"995 State Rd. 434 N, Altamonte Springs, Florida, 32714",http://www.hopsrestaurants.com/,florida,99
Hops of  Gainesville,Brewpub-Closed,"3770 SW Archer Rd, Gainesville, Florida, 32608",http://www.hopsrestaurants.com/home/openmenu.asp,florida,99
Hops Grill & Bar of Mandarin,Brewpub,"9826 San Jose Blvd., Jacksonville, Florida, 32257",http://www.hopsrestaurants.com/,florida,99
Hops Grill & Bar C/O Bryan Harris,Brewpub,"19149 Dove Creek Drive, Tampa, Florida, 33647",                                                                            -                                                                    ,florida,99
Hops Grill & Bar (Tampa #2),Brewpub,"327 N. Dale Mabry Hwy., Tampa, Florida, 33609",http://www.hopsrestaurants.com/,florida,99
Hops Grill & Bar (Tampa #1),Brewpub,"14303 N. Dale Mabry Hwy., Tampa, Florida, 33618",http://www.hopsrestaurants.com/,florida,99
Hops Grill & Bar (Palm Harbor),Brewpub-Closed,"33086 U.S. Hwy. 19 N., Palm Harbor, Florida, 34684",http://www.hopsrestaurants.com/,florida,99
Hops Grill & Bar (Lakeland),Brewpub,"4820 South Florida Ave., Lakeland, Florida, 34744",http://www.hopsrestaurants.com/,florida,99
Hops Grill & Bar (Clearwater),Brewpub,"18825 U.S. Hwy. 19 North, Clearwater, Florida, 34624",http://www.hopsrestaurants.com/,florida,99
Hops Grill & Bar (Bradenton),Brewpub-Closed,"4502 W. 14th St., Bradenton, Florida, 34207",http://www.hopsrestaurants.com/,florida,99
Hoppers Brooker Creek Grille & Taproom,Brewpub,"36221 E. Lake Rd., Palm Harbor, Florida, 34685",                                                                            -                                                                    ,florida,99
Hammerhead Brewing Company,Brewpub-Closed,"211 Duval St., Key West, Florida, 33040",                                                                            -                                                                    ,florida,99
Gordon Biersch Brewery Restaurant - Miami,Brewpub,"  1201 Brickell Av, #250, Miami, Florida, 33131",http://www.gordonbiersch.com/,florida,99
"Gator Lager Beer, Inc.",Microbrewery,"645 W. Michigan St., Orlando, Florida, 32805",                                                                            -                                                                    ,florida,99
G.T. Vito's,Brewpub-Closed,"27964 US Hwy. 19 N, Clearwater, Florida, 34621",                                                                            -                                                                    ,florida,99
Flying Aces Brewing Co.,ContractBrewery,"P.O. Box 561357, Orlando, Florida, 32805",                                                                            -                                                                    ,florida,99
Florida Brewing Co.,Microbrewery,"2500 S Harbor City Blvd, Melbourne, Florida, 32901",http://www.floridabeer.com/,florida,99
"Florida Brewery, Inc.",RegionalBrewery,"202 Gandy Rd., Auburndale, Florida, 33823",                                                                            -                                                                    ,florida,99
Firehouse Brewing Company,Microbrewery,"7902 NW 64th St., Miami, Florida, 33166",http://www.firehousebrew.com/,florida,99
Dunedin Brewery,Microbrewery,"937 Douglas Ave., Dunedin, Florida, 34698",http://www.dunedinbrewery.com/,florida,99
Duncan Brewing Co.,Microbrewery,"Auburndale, Florida",                                                                            -                                                                    ,florida,99
Don Gambrinu's Brewpub Inc.,Brewpub-Closed,"Miami, Florida, 33122",                                                                            -                                                                    ,florida,99
Del Sol Brewing Company,Brewpub-Closed,"630 6th St., Miami Beach, Florida, 33139",                                                                            -                                                                    ,florida,99
D. G. Yuengling & Son Inc.,RegionalBrewery,"11111 North 30th St, Tampa, Florida, 33612",http://www.yuengling.com/,florida,99
Cocoa Beach Brewing Co,Brewpub,"150 N Atlantic Ave, Cocoa Beach, Florida, 32931",http://www.cocoabeachbrewingcompany.com/,florida,99
Clevelander Brewery,Brewpub-Closed,"1020 Ocean Drive, Miami, Florida, 33139",                                                                            -                                                                    ,florida,99
Cigar City Brewing Co,Microbrewery,"3924 Spruce St W, Ste A, Tampa, Florida, 33607",https://cigarcitybrewing.com/,florida,99
Charlie & Jake's Brewery & BBQ,Brewpub,"6300 N. Wickham Rd., Melbourne, Florida, 32940",                                                                            -                                                                    ,florida,99
Cafe & Brewpub on the Square,Brewpub,"971A E Eaugallic Blvd., Melbourne, Florida, 32927",                                                                            -                                                                    ,florida,99
Buckhead Brewery & Grill,Brewpub,"1900 Capitol Circle NE, Tallahasee, Florida, 32308",                                                                            -                                                                    ,florida,99
Brooker Creek Grille & Tap Room,Brewpub,"36221 E. Lake Rd., Palm Harbor, Florida, 34685",http://www.hoppersbrewery.net/,florida,99
Brewzzi City Place,Brewpub,"700 S Rosemary Ave, Ste 212, West Palm Beach, Florida, 33401",http://www.brewzzi.com/,florida,99
Brewzzi,Brewpub,"2222 Glades Rd , Boca Raton, Florida, 33431",http://www.brewzzi.com/,florida,99
Brewmasters,BOP-BrewOnPremise-Closed,"8320 W State Rd 84, Davie, Florida, 33324",http://www.brewsouth.com/,florida,99
Brautech Brewing Company,Microbrewery,"10170 NW S River Dr., Medley, Florida, 33178",                                                                            -                                                                    ,florida,99
Bootie Beer Company,ContractBrewery,"620 N. Denning Drive, #100, Winter Park, Florida, 32789",http://www.bootiebeer.com/,florida,99
Blue Anchor Pub,Brewpub,"10550-2 Old St. Augustine Rd., Jacksonville, Florida, 32257",http://www.theblueanchor.com/,florida,99
Big River Grille & Brewing Works - Disney World,Brewpub,"2101 N. Epcot Resort Blvd., Lake Buena Vista, Florida, 32830",http://www.bigrivergrille.com/,florida,99
Big Bear Brewing Co,Brewpub,"1800 University Dr, Coral Springs, Florida, 33071",http://www.bigbearbrewingco.com/,florida,99
Beach Brewing Company,Brewpub,"5905 S. Kirkman Rd., Orlando, Florida, 32819",http://www.nbbrewco.com/,florida,99
Anheuser-Busch Inc.,Microbrewery,"111 Busch Dr, Jacksonville, Florida, 32218",http://www.anheuser-busch.com/,florida,99
Abbey Brewing Company,ContractBrewery,"1115 16th St., Miami Beach, Florida, 33139",http://www.abbeybrewingcompany.com/,florida,99
A1A Aleworks,Brewpub,"1 King St., St. Augustine, Florida, 32084",http://www.a1aaleworks.com/,florida,99
US Border Brewery Cantina,Brewpub,"12460 Crabapple Rd., Alpharetta, Georgia, 30201",                                                                            -                                                                    ,georgia,47
Twains Billiards and Tap,Brewpub,"211 E Trinity Place, Decatur, Georgia, 30030",http://www.twains.net/,georgia,47
Texas Cattle Co. Border Grille & Brewery (#2),Brewpub,"2067 Watson Blvd., Warner Robins, Georgia, 31093",                                                                            -                                                                    ,georgia,47
Texas Cattle Co. Border Grille & Brewery,Brewpub,"2480 Riverside Dr., Macon, Georgia, 31204",                                                                            -                                                                    ,georgia,47
Terrapin Beer Co,Microbrewery,"265 Newton Bridge Rd, Athens, Georgia, 30607",http://www.terrapinbeer.com/,georgia,47
Sweet Water Brewing Company ,RegionalBrewery,"195 Ottley Dr., Atlanta , Georgia, 30324",http://www.sweetwaterbrew.com/,georgia,47
Stone Mountain Brewers,ContractBrewery,"803 Powder Springs Rd., Marietta, Georgia, 30064",                                                                            -                                                                    ,georgia,47
St. Simons Brewing Co.,Brewpub-Closed,"100 Marina Dr., St. Simons Island, Georgia, 31522",                                                                            -                                                                    ,georgia,47
Rome Street Tavern and Grill,Brewpub,"206 Rome St., Carrolton, Georgia, 30117",http://www.rstg.org/,georgia,47
Rock Bottom Brewery-(GB),Brewpub,"3242 Peachtree Rd NE, Atlanta, Georgia, 30305",http://www.gordonbiersch.com/,georgia,47
Rainbow Ridge Brewing Company,ContractBrewery,"3852 W. Clinton Ct., Marietta, Georgia, 30062",                                                                            -                                                                    ,georgia,47
Phoenix Brewing Co.,Brewpub,"5600 Roswell, Atlanta, Georgia, 30342",                                                                            -                                                                    ,georgia,47
Park Tavern Brewery,Brewpub,"500 10th St. NE, Atlanta, Georgia, 30309",http://www.parktavern.com/,georgia,47
Oglethorpe Brewing Co.,Brewpub-Closed,"21 W. Bay St., Savannah, Georgia, 31412",                                                                            -                                                                    ,georgia,47
New River Brewing Co,ContractBrewery,"2015 Afond Ct., Atlanta, Georgia, 30341",http://www.newriverbrewing.com/,georgia,47
Moon River Brewing Co,Brewpub,"21 W Bay St., Savannah, Georgia, 31401",http://www.moonriverbrewing.com/,georgia,47
Miller Brewing Co - Albany,Microbrewery,"405 Cordele Rd, Albany, Georgia, 31705",http://www.millerbrewing.com/,georgia,47
Max Lagers ,Brewpub,"3333 Buford Drive, Buford, Georgia, 30519",http://www.maxlagers.com/,georgia,47
Max Lagers ,Brewpub,"320 Peachtree Street , Atlanta , Georgia, 30308",http://www.maxlagers.com/,georgia,47
Marthasville Brewing Company,Microbrewery,"3960 Shirley Drive S.W., Atlanta, Georgia, 30336",                                                                            -                                                                    ,georgia,47
John Harvard's Brewhouse (#3),Microbrewery,"1564 Holcomb Bridge Rd., Roswell, Georgia, 30075",                                                                            -                                                                    ,georgia,47
John Harvard's Brewhouse (#2),Brewpub,"3041 Peachtree Rd. NE, Atlanta, Georgia, 30305",                                                                            -                                                                    ,georgia,47
Jailhouse Brewing Co,Microbrewery,"14 Cherry St, Hampton, Georgia, 30228",http://jailhousebrewing.com/,georgia,47
Iron Horse Brewing Co,Microbrewery,"191 Jarrett Loop, Adairsville , Georgia, 30103",http://www.iron-horse-brewery.com/,georgia,47
Gordon Biersch Brewery Restaurant,Brewpub,"848 Peachtree St. NE, Atlanta, Georgia, 30308",http://www.gordonbiersch.com/,georgia,47
Georgia Brewing Co.,Microbrewery,"P.O. Box 8239, Atlanta, Georgia, 30306",http://www.terrapinbeer.com/,georgia,47
Friends Brewing Co.,ContractBrewery,"P.O. Box 29464, Atlanta, Georgia, 30359",http://www.pyramidbrew.com/home.php,georgia,47
Dogwood Brewing Co.,Microbrewery,"1222 Logan Circle, Atlanta, Georgia, 30318",                                                                            -                                                                    ,georgia,47
David & Mark Brewing Co.,ContractBrewery,"359 Clifton Rd. NE, Atlanta, Georgia, 30307",                                                                            -                                                                    ,georgia,47
Dahlonega Brewing Co./ Carusos Italian Restaurant,Brewpub,"19 B East Main St., Dahlonega , Georgia, 30533",                                                                            -                                                                    ,georgia,47
Copper Creek Brewing Company,Brewpub,"140 E Washington St., Athens, Georgia, 30601",http://www.classiccitybrew.com/burnstone.html,georgia,47
"Cannon Brewpub, The",Brewpub,"1041 Braodway, Columbus, Georgia, 31901",http://www.thecannonbrewpub.com/,georgia,47
Buckhead Brewing Co.,Brewpub,"1757 Rock Quarry Road, Stockbridge, Georgia, 30281",http://www.buckheadbrewery.com/,georgia,47
Buckhead Brewing Co.,Brewpub,"100 Lexington Circle, Peachtree City, Georgia, 30269",http://www.buckheadbrewery.com/,georgia,47
Buckhead Brewing Co.,Brewpub,"872 Buford Highway, Cumming, Georgia, 30041",http://www.buckheadbrewery.com/,georgia,47
Buckhead Brewing Co.,Brewpub,"3655 Old Milton Parkway , Alpharetta , Georgia, 30005",http://www.buckheadbrewery.com/,georgia,47
Blind Man Ales,Microbrewery,"P.O. Box 649, Athens, Georgia, 30603",http://www.blindman.net/,georgia,47
Black Bear Brewing Co.,Microbrewery,"434 Marietta St., Atlanta, Georgia, 30313",http://realbeer.com/blackbear/,georgia,47
Atlanta Brewing Co,Microbrewery,"1219 Williams St. NW, Atlanta, Georgia, 30309",http://www.atlantabrewing.com/,georgia,47
